cut,page,action,dialogue,se,time,characters,confidence,notes
120,page_036.png,それをキャッチする沈公子 / 帯を燃やす,若くして因潭の術(しおたん)を使いこなすとは…（ぎゅ…）,ボッ ボッ ボッ…,4+12,沈公子,low,dialogue丸囲み『沈公』。『因潭の術』は判読困難で要確認、ルビ『しおたん』も不確実 ｜ ページ最初のコマは縦棒のみで丸番号なし→前ページ最後のカット120の続きとして統合
121,page_037.png,高速ワンカット 妖怪を召喚。解き放つ / 画面に迫る妖怪たち,（沈公子）「ふたりを探せ。次で最後だ…」 / （妖怪たち）（唸り）,,3+12,沈公子、沈公子の眷属の妖怪,medium,dialogue欄の丸囲みは沈公子と推定。話者表記の崩し字 ｜ コマ2のscene欄に丸番号なし(縦棒)→121の続きとして本文を統合。コマ3に丸囲み122が現れる
122,page_037.png,森の中。BOOK＋フォローイング。茂みの中で隠れてる尚善 見あげている。,,,4+12,尚善,medium,コマ3左に丸囲み122。コマ4は左に縦棒のみで本文は森の中の描写→122に統合
123A,page_038.png,,あの術にかかっても、なぜ傷ひとつ付かないんだろう…,,5,尚善,high,枝番Aを丸番号横に明記
123B,page_038.png,放任して引手へ。二人のすぐ背後にいる黄爺。膝を抜かす苗,黄爺「修行の差じゃ。」 苗「ひっ!」 尚善「!!」,,2,黄爺、苗、尚善,medium,action欄の崩し字は推測含む。枝番B明記
124,page_038.png,,黄爺「なにをビビっておる。そんなんじゃ死ぬぞ、バカ共。まかしておけお前たち」,,5+12,黄爺,medium,
125,page_038.png,,「など興味がない。たまたまここで薬草を摘んでただけじゃ。」 苗「ホ、ホンモノ?」,,,苗,medium,
126,page_038.png,結界の符,尚善「大丈夫。ホンモノ。」 尚善(小)「爺ちゃん、ありがとう。」,,8 / 3,尚善,medium,右欄が上下2段(time 8 と 3)
127,page_039.png,複数貼ってある。妖怪が複数(横たわる) / 2人の頭上には妖怪が浮遊している,(尚善)でもこれからどうしよう。 (黄爺)(背)容疑人じゃ。だが少し確認したいことがある。 / (黄爺)娘よ、全てを話せ。 (苗)…はい。,,9+11,尚善、黄爺、苗,medium,絵は森に座る3人。本文の最初の行『複数貼ってある』はBOOK/背景指示の可能性 ｜ このコマはscene欄に丸番号なし(縦棒)で前カット127の続きの可能性もあるが、本文構成上独立。time『9+11』読み取り。番号は連番補完
129,page_039.png,横アップ。ヒゲに触れつつ,(黄爺)…ふーん、やはりだ。奴が花家の若様を殺したんじゃ。,,5,黄爺,medium,絵は黄爺の顔アップ
130,page_039.png,,(苗)え…? (尚善)!… (黄爺),,1,苗、尚善、黄爺,medium,絵は苗と尚善の表情アップ
131,page_039.png,F.I. △(H12)で イメージ回想 同 説明 BG 屋敷の装飾イメージ / F.I.に近い / トビがわって,(黄爺)(off)20年前、奴が沈家の若様を殺して身体を奪った… / 若くして健康な身体と膨大な財産を手に入れたと思ったが… / ピシッ…／沈家の若様は生まれつき病弱だった…,ピシッ,6 / 10,黄爺、沈公子,medium,絵は後ろ姿の人物と屋敷内装。『沈家』はシナリオの沈公子に関連 ｜ 絵は後頭部のアップ。本文左欄は『F.I.に近い』と推定 ｜ scene欄に丸番号なし(縦棒)→131の続き扱いだが、本文中に新内容。コマ左の絵に丸番号なし。ダイアログ話者:S(沈?)＋黄爺。時間10コマ
132,page_040.png,←顔ガン／全尺・普通で,このままでは身体を失うと思った奴は、より豊かな財産を持つ花家に目を付けた。,,6,花家,medium,丸囲み132。橋の下に人々、右に立つ人物のカット
133,page_040.png,#6 ラスト／復活の儀シーン／ダイジェストで／F.I.(2+0),同じ術を使い、飼っていた鬼を操って花家若様の身体を奪ったんじゃ…,,8+12,花家若様,medium,#6 BANK指定。F.I.(2+0)。time 8+12と推定
134,page_040.png,戻って／○兼,…それでも苗ちゃんを狙っているのは秘密がバレると困るから？ / (黄爺)そんなはずはない。秘密を守りたいのなら、わざわざ娘を生贄にさせる必要はない。,,1+12,尚善、苗、黄爺,medium,丸囲み134。話者『尚善』。兼用指定あり ｜ ページ最初のコマは丸番号なしの続き。前ページのカット134に統合
135,page_041.png,(皆),おそらく彼女こそが儀式を成功させる鍵なんじゃ。(苗)？…,,5+12,苗,medium,action欄『○兼』は兼用の可能性。dialogue末尾の丸囲みは苗と推定
136,page_041.png,じわT.U. / ←PAN(ゆっくり)寄った分引いて,(黄爺)夜明け前までに、奴が操る鬼たちに娘を食わせないと儀式は失敗し、奴の魂を / 新たな身体と融合できなくする。(尚善)そうか！だったら苗ちゃんを朝まで,,,黄爺、尚善、苗,medium,action『じわT.U.』と推定 ｜ scene欄に丸番号なし(縦棒のみ)→136の続きとして統合
137,page_041.png,ニヤリと笑う黄爺,守ればいいんだ！(黄爺)そうじゃ。ここに隠れていれば全ては解決する。,,14 / 4,黄爺、尚善,medium,time欄は上段14・下段4の2値
138,page_042.png,夜空には月。妖怪が通過して(IN→OUT),黄爺(OFF)「太陽が昇れば奴は仕舞いじゃ」 苗(OFF)「朝まで…」,,,黄爺、苗,medium,
139,page_042.png,森(夜)、じわ回り込み。手前のBOOK,黄爺(OFF)「心配てするな」(OFF)「ここ一帯に結界を張った。簡単には見つからないはずじゃ」,,6 / 4+12,黄爺,medium,time欄上段6・下段4+12
140,page_042.png,黄爺をパッと見る尚善,苗「……本当にありがとうございます」 / 尚善「でも、もし見つかってしまったら、お嬢様は侠女さまを連れて逃げて下さい…」尚善！,,7+12,苗、尚善、黄爺,medium,右下に兼の記号あり ｜ このコマは丸番号なし。直前カットの続きの可能性もあるが本文構成上140後の芝居。numbered=false
142,page_042.png,兼/FIX。何か言おうと方が / ―と、遮るように黄爺のセリフ。,"苗(OFF)「沈公子さまの目的は私だけなのです。おふたりには何も関係ありません」 / 黄爺(off)バカバカしい。
尚善「！…」 / 黄爺「わしが何も知らないなら、それでも良いが。今ここにはこれ以上見過ごすことはできぬ。それと…」",,8 / 7,苗、沈公子、黄爺、尚善,medium,丸番号141の絵だが本文側に新たな展開。141の絵に対応する続き本文。番号は連番補完で142とした。要確認 ｜ ページ最初のコマは丸番号なしの続き。前ページのカット141の続きとして統合
143,page_043.png,"○兼 →[じわPAN]
爺を舐めるち…(つ…)",,,3+12,黄爺,low,action欄の手書き判読困難。「兼(兼用)」「じわPAN」と推測。time「3+12」と解釈(分数読みは誤り)
144,page_043.png,"○兼 F.I.(bk)して
苗(off)「…わ。」",苗(off)「…わ。」,,3+12,苗,low,「兼用」「F.I.」と推測。手書き判読困難
145,page_043.png,黄爺が尻尾で眠っては尚善を苗の腋から運ぶ。 / 足をのばし、さする 苗,苗「…ふぅー…」,,4,黄爺、尚善、苗,medium,森・夜の場面。黄爺(イタチの姿)の描写 ｜ ページ最初のコマはscene欄に縦棒のみで丸番号なし＝前ページ最後のカット145の続きとして統合
146,page_044.png,A.C. ─と苗の前に人形の蝶が舞ってくる。,蝶「ガサガサ…」 苗「…え？これって。」,,4+12,苗,medium,
147,page_044.png,BG＋ブラッシング 突如、苗を取り囲む黒いモヤ。,苗「ズワッ!!」 苗「苗ちゃん!」 ?「!…」,,2,苗,medium,最後の話者名は判読困難で要確認
148,page_044.png,持っていた鎌で斬りかかる。このカットから持ってOK,,グォッ!,1,,medium,話者は丸囲み記号(芦花婆さん？)で要確認
149,page_044.png,真上から下に矢印走って FIX 真っ二つに切られた / ひらりと潜って ピン送り 上→下へ 降下して(沈公子)へ,(沈公子)…またお前か しつこいぞ！,斬ッ!!,8,沈公子,medium,ページ最初の続きコマ(丸番号なし)。前ページ最後のカット149の続きとして統合。dialogue内の(沈公子)は誤読「沢公子」を正規化
150,page_045.png,セリフありつつ 尻尾をしまう(黄爺) 立ちあがる(尚善) / (沈公子)静かに着地。 そのまま消えてしまえ！,(黄爺)お前にはその病弱な身体が一番似合っておる！ / そのまま消えてしまえ！,,7,黄爺、尚善、沈公子,medium,絵に妖怪状の人物と立ち姿の人物。人名は本文の丸囲み「黄爺」「尚善」を採用 ｜ 左scene欄は丸番号なし(縦棒)に見えるが右本文に丸囲み番号要素あり。コマ2は丸番号確認できず直前150の続き扱いとも取れるが、絵の独立性から別カットと判断。確信低め—要確認
152,page_045.png,,(沈公子)それは嫌だな。 俺はまだ…,,3,沈公子,high,丸囲み151。dialogue冒頭の丸囲みは(沈公子)を正規化
153,page_045.png,襲ってくる妖怪たち / セリフ→セリフ／妖怪たちを斬っていく黄爺 / 右から引いてアクションと(おまかせ)／わしが送り届けてやるわ! / 了巴をダッシュ力と同時に斬り伏せる R→(略号),もっと生きていたいんだっ！ / 妖怪たち(唸り)― / 黄爺『苗ちゃんは早くお前に会いたいとさ!』 / 黄爺『わしが送り届けてやるわ!』 斬っ! 斬っ! / 斬っ!!,斬っ!／斬っ! / ダッ!,4+12,沈公子の眷属の妖怪、黄爺さん、苗,low,丸囲み152。続きコマに顔アップの絵。話者は前後文脈から沈公子と推測されるが本文に明示なし ｜ ページ最初の続きコマ(丸番号なし)。前ページのカット153の続きとして統合 ｜ 絵に「153」の丸番号あり。前コマと同一カット153に統合。「苗」=色見本013(なえ) ｜ 丸番号なしの続きコマ。カット153に統合。冒頭の崩し字は要確認 ｜ 丸番号なしの続きコマ。カット153に統合。「了巴」「R→」の崩し字は要確認。time=4+12
154,page_046.png,『フラッシュIN』+『仮IB』に 背後から取り押さえている黄爺／沈公子と剣を構えて応戦,沈公子『が…イン…!!』 黄爺『らじゃ、早く行け!』,,2+0,黄爺さん、沈公子,low,絵に「154」の丸番号あり。沈公子のセリフ崩し字は要確認。time=2+0(末尾「2f0」読み)
155,page_047.png,沈公子、黄爺を呼び 苗を、ひょうたんに苗を引っぱり込む 尚善 ひょうたんが巨大化した,尚善「爺ちゃん、ごめん！任せる！」,,2,沈公子、黄爺、苗、尚善,medium,絵に丸囲み155。本文の人名は崩れ字、文脈から推定
156,page_047.png,鎌（とどめをさすクハリ？）,沈公子「そうはさせぬ！」,,1,沈公子,medium,絵に丸囲み156。action先頭の崩し字は要確認
157,page_047.png,再び妖怪を召喚する沈公子,妖怪たち「（唸り―）」,,,沈公子、妖怪たち,medium,絵に丸囲み157。右端コマに小さく『佐/丿』様の記号あり要確認
158,page_047.png,ひょうたんに体当たりする 吹き飛ぶ尚善と苗 ひょうたん 元のサイズへ／ひらりと着地する尚善 ひょうたんをキャッチし、印を結ぶ,妖怪「イィッ！」苗「ばわく！／きゃあっ！」尚善「うっ！」苗「着地―」,ドサっ／パシッ,240 / 2+12,苗、尚善、妖怪,low,絵に丸囲み158。コマ3とコマ4は同一カット158として統合。本文崩れ字多く台詞は推定、要確認
159,page_048.png,フラッシュバック ↑(Q→F)。結界を張る尚善。立ち上がる苗,尚善「南!!」,,,尚善、苗,medium,action欄の編集記号は崩し字、フラッシュバック+ズーム系指示と推定
160,page_048.png,再び襲ってくる妖怪たち。フレームイン。T.オバ(?) 結界の中央にくるくる回るひょうたん(瓢箪)。体当たりしてくる妖怪たち,妖怪たち(唸り)「グ──」,ギィン! ドガガッ!!,2,苗,medium,AC指定あり。瓢箪=フゥールー。「T.オバ」は要確認
161,page_048.png,画ブレ。耐えてる尚善 / 懐から護符を出して、あいつ(妖怪)に投げつけて!,尚善「苗ちゃん、私から動かないの!」,,4+12,尚善、苗,medium,scene欄に丸番号無し→直前162の続きと判断するが、絵が新規アクションのため連番補完で162とした。要確認
163,page_049.png,取り出す苗 / 一が、へってしまう護符 / 苗、まわりを見て向かを見つける / 拾い上げてその辺に落ちていた小石を握っている,は、はいっ…！ / えーと… / あっ！ / これなら…！,,,苗,medium,絵札・護符が減ってしまう描写。台詞は苗のもの ｜ 左コマscene欄に丸番号なし(縦棒)→163の続きの可能性もあるが、丸番号164が下のコマに現れるため、このコマ群を164として扱う。番号判断やや不確実
165,page_049.png,投げて(放って) / 流れ星 ↘,,SE ヒュッ ヒュッ…！！,1+12,,medium,小石を放つ。流星状の効果線。time 1+12
166,page_049.png,直撃し、消滅する妖怪たち,,SE ドガガッ！ / 妖怪たち「断末魔ー！！」,2+12,,medium,妖怪たちが直撃を受け消滅。time 2+12
167,page_050.png,,苗「やった！効いてるっ！」尚善「すたすぐに来る！備えてて！」,,4,苗、尚善,medium,尚善のセリフ冒頭『すた』は判読難。要確認
168,page_050.png,,苗(中)「はいっ！」尚善(M)「あと少しで朝がくる…！」,,3,苗、尚善,high,
169,page_050.png,沈公子の剣がうねりだし / 一気に蛇へと変化し、黄爺にからみつく,黄爺(背)「尚善…！」 / 沈公子「こんな時でもまだ他人を心配するとは…俺を見くびったな！」 / 苗「ぎゃわっ！！」黄爺「い…！」,,7,黄爺、尚善、沈公子、苗,low,time欄空欄 ｜ scene欄に丸番号なし(縦棒)→直前169の続きと判断するが本文が独立した芝居のため170として補完。番号要確認 ｜ scene欄に丸番号なし。連番で171と補完。番号・セリフ要確認
170,page_051.png,↑じわPAN→ パンディゾルブ。鎌の刃が蛇の胴体に入らず。,(黄爺)ぐっ！…切れねえ…！尚善っ…！！,,3,黄爺、尚善,medium,ヘッダNo.49。一部カメラ指示の判読不確実
171,page_051.png,(沈公子)結界にむけて符を投げる,(沈公子)フゥー…,,1,沈公子,medium,右コマに二分割で同一カットの芝居・台詞。話者名「沈公子」と判読
172,page_051.png,兼用。「フラッシュ色！」ショック的に入れて。,(尚)ビタッ,ビタッ,1,尚善,low,話者略号「尚」=尚善か。下部に別の話者略号あるが判読困難
173,page_051.png,↓全尺PAN Down。吐血ね(尚善)。3フレーム下さい。,(尚善)ごほっ！！ (黄爺?)俺がやるっ！,,,尚善、黄爺,low,下段話者略号「黄」と思われるが判読不確実
174,page_051.png,流れる血を拭うこともなく、前方を見据える。 / ○兼用図／尚善のあと、動ずりていく 沈公子,(沈公子)おやおや お嬢ちゃん ますます気に入ったよ。 / 沈公子(OFF)：もし君が男だったら、花家主人の身体なんて不要になったのに。,,4+12,沈公子、尚善、花家主人,medium,左コマは縦棒のみの続きコマで173の続きとも取れるが、右本文に新カット番号相当の芝居・話者があり174として処理。話者略号「沈公子」 ｜ action欄の崩し字に推測あり。「兼用図」は流用指示の可能性
175,page_052.png,立ち止まり再び杖を構える,さぁ、あと何回耐えられるかな？,SE先行あり,,,medium,
176,page_052.png,ーと・迫る鎌 回転して。,,トン・トン トン トン!!,,,medium,SE欄に丸囲みSE表記あり
177,page_052.png,ふり向きざまた鎌が胸部を斬りつける。スロー（後にBOOKで地面に刺さっている）,沈公子：ぐはっ！,ザシュッ!!,,沈公子,medium,絵は花家主人(白装束)に憑いた沈公子と思われる
178,page_052.png,↑PAN↑ハンディウク 蛇に噛みついている 沈公子 スロー / ノーマルスピードになって 蛇がさらにしめつける,（黄爺）ぐおっ!?,ギュルルル…,3,沈公子、黄爺,low,action欄の手書き崩れ大。「ハンディウク」「沈公子(丸囲み)」推測、要確認 ｜ ページ最初のコマは丸番号なし＝前ページ178の続き。dialogueの主は黄爺
179,page_053.png,↑じわPAN UP 厳しい気をまとう（沈公子）,（沈公子）クソったれ！イタチごときが俺を傷つけるだと！,,,沈公子,medium,絵は沈公子のアップ。time欄は読み取れず
180,page_053.png,妖怪たちが次々と体当たりをして / 遠くの森へ吹っ飛んでいく。,（妖怪たち）（嘘り）— / ヘ゛ッ ヘ゛チッ,バッ ゴッ,4+12,,low,dialogue判読困難、要確認 ｜ 左scene欄に丸番号確認できず縦棒のみ＝180の続きの可能性。ただし絵の内容が転じるため暫定181。要確認 ｜ 赤枠コマ。scene欄に丸番号なし。time『4+12』(秒+コマ)。番号は連番補完、要確認
181,page_054.png,涙を浮かべて 尚善,"尚善「ち…」
苗「あ…！」
尚善「苗ちゃん…」",,3,尚善、苗,medium,丸囲み181。dialogueは手書き崩しのため一部推測
182,page_054.png,T.U.（寄り）全尺・普通 涙を浮かべて 尚善,"尚善「ごめんね…
私たちもう…
ダメかも…」",,,尚善,medium,丸囲み182。action欄カメラ指定『全尺・普通』と推定。time欄に『5』らしき記載あり→time:5の可能性。崩し字のため要確認
183,page_054.png,PAN→全尺・普通で やがて T.U. F.O.（4.0）ほど / Bパート ここから,苗「!!…」,,6,苗,low,丸囲み183。コマ4(絵)・コマ5(本文)を統合。『応魂鈴 ニンギで』らしき書き込みあり。action欄のカメラ・尺・速度指定は崩し字につき推測、要確認 ｜ ページ最初の丸番号なしコマ。前ページ最後のカット183の続きとして扱う。『Bパート ここから』の指示メモ
184,page_055.png,T.U.△(イタチ?)に 苗の幼少期・回想,男の子(off)『こんな気持ちワルい虫。死ねばいいんだ！』,,5,苗、近所の男の子,medium,左本文冒頭の略号は『T.U.』+記号と推定。『(イ田)』部分は要確認
185,page_055.png,イメージいっぱいから / 死んだ虫を見る苗(幼),苗(幼)『なんで？今はそうかもしれないけど。きっとキレイな蝶にするよ！』 男の子 / 男の子『もしも醜い虫になったら、どうすんだ』 苗(幼)『それは…』,,10,苗、近所の男の子,low,左下に『イメージいっぱいから』のメモ ｜ コマ3左に丸番号なし。絵は小さな書き込みのみ。連番から186と推定。実際の丸番号は次コマ186で、この続き本文を統合
186,page_055.png,戻って じわっと 地面に刺さった鎌。刃に苗が映り込んで。,『…殺しちゃおうかな。』,,5,苗,medium,丸囲み186。『戻って』『じわ』の指示。上のコマ3続き本文と本来同カットの可能性あり
187,page_056.png,ポン寄り。暗い表情の苗(映り込む)。うつろな瞳。,…繭を破って出てきたのは…,,4,苗,medium,
188,page_056.png,苗の目の壷の中の虫を見ている,虫だ…,,2,苗,medium,「壷の中の」は判読難、要確認
189,page_056.png,足元のカット。←(視線/動き左へ),尚善(OFF)「苗ちゃん…！」,足音,3,尚善、苗,medium,
190,page_056.png,後ろ姿。 / ゆっくりとこちらを向く沈公子,苗(OFF)「沈公子…」 / 沈公子「‥‥」,,5+12,苗、沈公子,medium,「沈公子」と読む(沢公子は誤読) ｜ scene欄に丸番号なしの続きコマ。直前カット190の続きとも取れるが、絵が沈公子の振り向きで新規動作のため連番192補完も検討。番号確認できず連番191を仮置き、要確認
191,page_057.png,,生贄としての私が、貴方が飼っている鬼に食われる前に死んだら…,,6+12,苗,medium,
192,page_057.png,↑PAN UPするフレーミング / 自身の首もとに鎌の刃を向ける(苗),儀式は失敗するんでしょう…,,,苗,medium,二コマ目(縦棒・番号なし)は192の続きとして統合
193,page_057.png,ワカン / (苗)の方に身体ごと向ける(沈公子) / PAN UP↗,(沈公子)…ムダだ。君が先に死のうと儀式は失敗することはない。 / (苗)そうですか？そうじゃないですよね…だとしたら、それそもこれはあなたと私、ふたりだけの問題…,,18+12,苗、沈公子,medium,丸囲み『沈公子』を役名として読む ｜ コマ4左は縦棒のみで丸番号なし→193の続きと判断、連番から194と補完。numbered=false
194,page_058.png,冷たい目つきの沈公子,"沈公子「‥‥」
苗(off)「私は大人しく生贄になります。だから‥‥」",,5,沈公子、苗,high,
195,page_058.png,兼用／ズーム位置調整。涙ながらにうったえる苗,苗「侯さまを見逃してください‥(訴える声)」,,3,苗,medium,「侯さま」は手書きから読み。要確認
196,page_058.png,→ぎょっとする尚善,尚善「‥っ‥ 苗ちゃん‥?」,,2+12,尚善、苗,high,
197,page_058.png,苗のもとへBOOKでかくす,苗「侯さま、早く行ってください!! お姉さまも大怪我をしているはず‥!」,,5,苗,medium,「侯さま」要確認
198,page_058.png,瞳ブレ。196の絵T.B.,"(苗)「助けてあげて。」
尚善「でも‥! 苗ちゃんの命を守らないと‥!」",,5,苗、尚善,medium,「(苗)」の主体やや不確実
199,page_059.png,BG ノーマル→ノブヘ向く。ふわりと風になびく髪。フレームインして。（髪のすぐOL）,そう…命は大切なもの,,4,苗,medium,action欄の崩し字一部不確実
200,page_059.png,苗 センター。お花を舞う。BG下げ。このコマまで,だから、お爺さまを守ってあげて。お願い…！,,5,苗,medium,指示語一部不確実
201,page_059.png,,苗ちゃん…！？っ…,,2,苗,medium,丸囲み内の人名不確実
202,page_059.png,決意打ち（尚善） / 苗に向かって術を投げる。←修正あり / 苗の足もとに囲むように符が貼られて,待ってて！すぐ戻るから！！,シュ バッ！！ / ピタッ…!!,3 / 7 / 1,尚善、苗,low,番号は連番補完(左コマ縦棒のみ) ｜ 左コマ縦棒のみ＝直前カットの続きの可能性あり。番号は連番補完。要確認 ｜ se『ピタッ!!』は苗の効果音。
203,page_060.png,兼用 結界を張る。さらに元サイの瓢箪を手にして,結界ー…,,,尚善,medium,左上に『兼』(兼用)の指示。最下部に『尚善』と推定される丸囲み。瓢箪表記は要確認。
204,page_060.png,煙が立ち込める／OUT,,ぼわんっ!／ヒューォッ!!,4,,medium,複数コマ(3・5の小コマ含む)を統合。
205,page_060.png,胸部の傷を押さえている,逃がすか…!／侠女さまに構うなっ!,,3,沈公子、苗,medium,丸囲み『沈公子』(『沢公子』は誤読)。『苗(M)』表記あり。
206,page_060.png,叫ぶ苗。体ごと前のめり(動き出し) / 首にわずかに刃がくい込み、出血。,今すぐ死ぬよ!! / （ピッ…）,,2,苗,medium,丸囲み『苗』。下段の崩し字は『体ごとの動き出し』と推定、要確認。 ｜ 絵は首元のアップ
207,page_061.png,冷めた表情に切り替わる（沈公子）,…君なら分かってくれると思ったのにさあ…,,5,沈公子,high,
208,page_061.png,回り込み！ 沈公子（手前）,君も私も共に運命に見捨てられた者だ。この術を身に付けなければ。,,7,沈公子,medium,action欄の「(背)」は背景指示の可能性
209,page_061.png,回り込み！ 苗ちゃん,400年も前に、私はひとりで痛ましく死んでいた。ひとりの凡才の道士など,,8,苗,medium,左欄の丸囲みは「苗」と判読
210,page_061.png,情念のように湧く、妖怪のケムリ,誰も同情しないし、気にもしない。だが今はもう誰も憎むこともない…,,8,,medium,action欄の「(略)」は読み取り不能箇所
211,page_062.png,PAN↑ 全尺・普通で,（沈公子）たかが化け狐の寿命でもせいぜい200年くらい…しかし私は天地のおかげで長生きできる…,,9,沈公子,medium,絵は2/1。左上丸囲み2/1=カット211
212,page_062.png,PAN→ / 傾いて（クイックに）（苗）の背後から襲いかかる妖怪たち ラスト スローめ,（苗）お前が邪魔をしなければなっ！（苗）…？ / （沈）咆哮ーっ!!（苗）!!! …っ…,咆哮ーっ!!,5,苗、沈公子,low,絵は2/2。話者は苗子供と推測も書字は『苗』丸囲み ｜ 左絵に丸囲み番号無し（縦棒のみ）→ただし本来カット番号進行上213相当。妖怪たちの絵。判断保留：直前212の続きの可能性。連番補完で213とした
213,page_063.png,"鎌に入っていく鎌の刃。このCut、スロー。舞う鮮血。 / 光が闇を払う符
光を放つ",,,1+12 / 5+0,,low,scene欄に丸囲み『B』と『213』が描かれており、枝番カット213B。絵は線のみで本文左欄に手書き記述あり ｜ コマ1〜4はscene欄に丸番号なし(縦棒/番号なし)で本文・絵とも実質白紙の続きコマ。直前カット213Bの続き(同一カット)扱いだが、前ページ最後214の続きの可能性もあり要確認。新番号は振らない ｜ ページ最初のコマはscene欄に縦棒のみで丸番号なし。前ページ214の続きとして統合
213A,page_062.png,（苗）に妖怪たちのカゲが落ちて,!…（白決）,,1+12,苗,medium,左に『2/3 (A)』『あけません 次のページ →(B)』と明記。枝番リストに213Aあり
214,page_062.png,兼 アバンパートの蝶が舞うシーン BG反で 蝶物 FIX,（苗）私は…蝶には なれない…,,,苗,medium,左上丸囲み2/4=カット214。蝶の絵
215,page_064.png,"妖怪達を払いつつ現れたのは道然と苗
道然 鎌の柄を握っている","苗「のがすな!!」
苗「囲め!!」
妖怪達「(断末)…」",,2+0,道然、苗,medium,「現れたのは」の人名は道然・苗と読む。台詞は崩し字で一部不確実
216,page_064.png,光弱まる,沈公子「くっ…!」,,,沈公子,medium,216A。scene欄に丸囲み216A。本文右上に216A記載。本文左コマ(216B)は『ぎょっとする沈公子 逃げだし』+『OUTする』を含む。216A/Bは枝番カットとして実在
216B,page_064.png,"ぎょっとする沈公子 逃げだし
OUTする",,,2+12,沈公子,medium,scene欄に丸囲み216B。横顔アップ→逃げ出す芝居。time欄に2+12 / 40
217,page_064.png,"森の中へと消えていく沈公子
鎌を捨てる道然
気を失い倒れる苗 / かけよる尚善","道然「ザッ…」 / 尚善「ドサ…」
尚善「苗ちゃん…!」",ザッ / ドサ,3+0,沈公子、道然、苗、尚善,medium,丸囲み217 ｜ scene欄に縦棒のみ、丸番号なし。直前217の続きだが本文に新規芝居あり。連番補完で218とした
218,page_065.png,丹薬を飲ませて ここでしばらく待ってる。,丹薬を飲ませて ここでしばらく待ってる。,,,道然、苗,medium,コマ0右に道然(神)のセリフ。コマ1も同一カット218の続き(丸番号なし、縦棒/番号なし)として統合
219,page_065.png,ひとり森の中へと向かう道然,師匠…?,,3,道然、苗,medium,兼用指示あり。苗の(背)セリフ「師匠…?」
220,page_065.png,腕組みする。,師匠はかなりお怒りのようだ。 君のそんな姿を見てしまったら。,,5+12,道然,medium,timeは秒+コマ表記で5+12と解釈
221,page_065.png,Follow 奥へ 森の中を歩く道然,無理もないわね。,,2+12,道然,medium,コマ4左の丸囲み「22」は221と判断(連番)。timeは2+12
222,page_066.png,森（朝）。← PAN（全尺・普通で）,（沈公子）「ぐ…」「ぐ…」「ぐっ…!!」,,3+12,沈公子,medium,ヘッダ右の書き込みは「← PAN 全尺・普通で」と判読。dialogueの呻き声は本文より
223,page_066.png,輪につけられた腕のキズ、出血が激しい。,「くそっ！もう少しで成功したのに…！」,,,沈公子,medium,「輪」要確認。話者は沈公子と推定
224,page_066.png,PANして沈公子へ。ダメージが大きい様子。,「早くこの魂を健康な身体に移さねば…」,ガサ…,9+12,沈公子,medium,絵は人物がうずくまる森の中
225,page_066.png,フレームイン（FI）→ 道然。足音→（道然がフレームイン）,（沈公子）「!?…」,,3,道然、沈公子,low,コマ3右本文に「沈?」「足音」「道然」。手書き判読不確実、要確認
226,page_066.png,PC。上半身より、肩を細かく。 / 森。手前に苗が座り込み、奥に道然が立つ。じわPAN,（道然）「……」 / 沈公子「…俺を殺しに来たのか？」 道然(背)「安心しろ、僕も書った…(軽々しく殺生はしないと)」 沈公子「不…ハハハハ…それでこそ同じ道の者。道士さまだ…」,,3 / 1+12,道然、沈公子,low,左番号は225に続く「225?」のようにも見えるが連番から226と補完。要確認 ｜ コマ0とコマ1(縦棒/番号なしの続き)を統合。dialogue一部崩し字で要確認
227,page_067.png,道然の方を向く沈公子,沈公子「お前も分かっているだろう、どいつもこいつも口先では正義を語り、」,,,沈公子、道然,medium,
228,page_067.png,森。左に座る人物、右に道然が立つ。じわPAN,沈公子(背)「言葉では『仁』『義』『道』をくり返す。臆病なくせに貪欲で、自分の強さを言葉だけ鼓舞し、実行に移さ(れ)」,,1+12,沈公子、道然,medium,
229B,page_067.png,道然(尚善?)の顔アップ。背景に竹/木,沈公子(off)「それで自分の本性を隠しきれているところが、また愚かで滑稽そのもの。」 / なかなか面白い奴だ。罪を重ねている自分を棚にあげて、優越感に浸るとは…,,3+0,沈公子、道然,medium,用紙に丸番号229・英字Bが明示。229Aはコマ3末尾に丸囲み229Aの記載あり(次ページ続き) ｜ ページ最初のコマは丸番号なしの続き。前ページ最後のカット229の続きとして統合。timeは「f-c?」と読めるが不確実
230,page_068.png,,僕は今、だく腹が立っては…,,,,low,dialogue崩し字。台詞要確認
231,page_068.png,兼(兼用),！？…／(道然)(off) 僕の剣が タガをしたから,,2+12,沈公子、道然,medium,沈公子の「！？…」と道然(off)の台詞。dialogue一部不確実
232,page_068.png,画レベタにくるくる回る剣,(off) お前の戯言を 聞く気分じゃない…,,3+12,道然,medium,action「画面レベタに」と推読。SE「ルルル」風の擬音あり
233,page_068.png,ボン3/2 / 分身のよう、アホに打針 ピタっと止まる △,ルルルル… チャチ…,ルルルル / ルルルル／チャチ,,,low,action「ボン3/2」風だが不確実。擬音「ルルルン」のような書き込み ｜ ページ最初のコマはscene欄に縦棒のみで丸番号なし。前ページの最後のカット233の続きとして統合
